seed,kernel,knob,width,Keff_target,Keff_measured,Keff_rice,D_PR,kappa_S,Q,N,alpha,P,solved,epochs_to_solve,final_train_err,init_fire_rate,n_grid,dt,mean_spikes,restart_overlap,n_restarts,optimizer,lr_schedule,batch_size,_shard_status
0,gauss,11.049013821512121,11.049013821512121,32.0,31.563188691534954,31.998710890509145,8.120512295402854,3.0000868114552417,nan,500,3.0,1500,0,-1,0.0026666666381061077,0.5006666779518127,59,8.677875162768641,1.6,nan,5,adam,cosine,16,timed_out
0,gauss,44.19705904895555,44.19705904895555,8.0,9.326603190344697,7.999487519616049,2.0056969593365785,3.000034270575378,nan,500,1.8,900,1,81,0.0,0.5011110901832581,15,34.71228900461826,0.4,0.19823161214590074,5,adam,cosine,16,timed_out
0,gauss,44.19705904895555,44.19705904895555,8.0,9.47386534598172,7.999487519616049,2.0056969593365785,3.000034270575378,nan,500,2.0,1000,1,106,0.0,0.5009999871253967,15,34.71228900461826,0.4,0.23336681947112084,5,adam,cosine,16,timed_out
0,gauss,44.19705904895555,44.19705904895555,8.0,8.54120502694725,7.999487519616049,2.0056969593365785,3.000034270575378,nan,500,2.2,1100,1,625,0.0,0.5009090900421143,15,34.71228900461826,0.4,0.26740519404411317,5,adam,cosine,16,timed_out
0,gauss,44.19705904895555,44.19705904895555,8.0,8.34485548609789,7.999487519616049,2.0056969593365785,3.000034270575378,nan,500,2.4,1200,1,893,0.0,0.5008333325386047,15,34.71228900461826,0.4,0.27812366336584093,5,adam,cosine,16,timed_out
0,gauss,44.19705904895555,44.19705904895555,8.0,8.443030256522567,7.999487519616049,2.0056969593365785,3.000034270575378,nan,500,2.6,1300,1,804,0.0007692307699471712,0.5007692575454712,15,34.71228900461826,0.4,0.36870163679122925,5,adam,cosine,16,timed_out
0,gauss,44.19705904895555,44.19705904895555,8.0,8.835729338221293,7.999487519616049,2.0056969593365785,3.000034270575378,nan,500,2.8,1400,0,-1,0.02142857201397419,0.5007143020629883,15,34.71228900461826,0.4,nan,5,adam,cosine,16,timed_out
0,gauss,44.19705904895555,44.19705904895555,8.0,8.099418560036186,7.999487519616049,2.0056969593365785,3.000034270575378,nan,500,3.0,1500,0,-1,0.07866666465997696,0.5006666779518127,15,34.71228900461826,0.4,nan,5,adam,cosine,16,timed_out
0,gauss,44.19705904895555,44.19705904895555,8.0,8.34485548609789,7.999487519616049,2.0056969593365785,3.000034270575378,nan,500,3.2,1600,0,-1,0.13124999403953552,0.5006250143051147,15,34.71228900461826,0.4,nan,5,adam,cosine,16,timed_out
0,gauss,44.19705904895555,44.19705904895555,8.0,8.295768100885548,7.999487519616049,2.0056969593365785,3.000034270575378,nan,500,3.4,1700,0,-1,0.1464705914258957,0.5005882382392883,15,34.71228900461826,0.4,nan,5,adam,cosine,16,timed_out
1,gauss,22.094882025527312,22.094882025527312,16.0,16.14974973486003,16.001628696747346,4.051525829863775,3.0000722381882023,nan,500,1.8,900,1,47,0.0,0.5011110901832581,30,17.35327976333244,0.8,0.09750165268778802,5,adam,cosine,16,timed_out
1,gauss,22.094882025527312,22.094882025527312,16.0,16.542448816558757,16.001628696747346,4.051525829863775,3.0000722381882023,nan,500,2.0,1000,1,170,0.0,0.5009999871253967,30,17.35327976333244,0.8,0.1300860818475485,5,adam,cosine,16,timed_out
